aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
A035,12,verse 2,शांति नहीं पाई,Shanti Nahin Pai,peace was not attained,शांति नहीं मिली,शांती मिळाली नाही,શાંતિ ન મળી,ਸ਼ਾਂਤੀ ਨਹੀਂ ਮਿਲੀ,শান্তি পাওয়া গেল না,அமைதி கிடைக்கவில்லை,శాంతి లభించలేదు,ಶಾಂತಿ ಸಿಗಲಿಲ್ಲ,ശാന്തി ലഭിച്ചില്ല,,NA
A035,13,verse 2,ध्यान किया जब प्रभु का,Dhyan Kiya Jab Prabhu ka,but when he meditated on the Lord,जब प्रभु का ध्यान किया,जेव्हा प्रभूचे ध्यान केले,જ્યારે પ્રભુનું ધ્યાન કર્યું,ਜਦ ਪ੍ਰਭੂ ਦਾ ਧਿਆਨ ਕੀਤਾ,যখন প্রভুর ধ্যান করলেন,இறைவனை தியானித்தபோது,ప్రభువును ధ్యానించినప్పుడు,ಪ್ರಭುವಿನ ಧ್ಯಾನ ಮಾಡಿದಾಗ,പ്രഭുവിനെ ധ്യാനിച്ചപ്പോൾ,,NA
A035,14,verse 2,सकल सिद्धि आई,Sakal Siddhi Aai,all attainments came to him,समस्त सिद्धियाँ प्राप्त हुईं,समस्त सिद्धी प्राप्त झाल्या,સર્વ સિદ્ધિઓ પ્રાપ્ત થઈ,ਸਾਰੀਆਂ ਸਿੱਧੀਆਂ ਪ੍ਰਾਪਤ ਹੋਈਆਂ,সমস্ত সিদ্ধি এল,எல்லா சித்திகளும் வந்தன,సర్వ సిద్ధులు కలిగాయి,ಸಕಲ ಸಿದ್ಧಿಗಳು ಬಂದವು,സകല സിദ്ധികളും വന്നു,,NA
A035,15,refrain,जय श्री विश्वकर्मा प्रभु,Jay Shri Vishwakarma Prabhu,"Victory to you, Lord Shri Vishwakarma",जय श्री विश्वकर्मा प्रभु,जय श्री विश्वकर्मा प्रभु,જય શ્રી વિશ્વકર્મા પ્રભુ,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ ਪ੍ਰਭੂ,জয় শ্রীবিশ্বকর্মা প্রভু,வெற்றி ஸ்ரீ விஸ்வகர்மா பிரபுவே,జయ శ్రీ విశ్వకర్మ ప్రభూ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ ಪ್ರಭು,വിജയം ശ്രീ വിശ്വകർമ പ്രഭോ,,NA
A035,16,refrain,जय श्री विश्वकर्मा,Jay Shri Vishwakarma,Victory to Shri Vishwakarma,जय श्री विश्वकर्मा,जय श्री विश्वकर्मा,જય શ્રી વિશ્વકર્મા,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ,জয় শ্রীবিশ্বকর্মা,வெற்றி ஸ்ரீ விஸ்வகர்மா,జయ శ్రీ విశ్వకర్మ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ,വിജയം ശ്രീ വിശ്വകർമ,,NA
A035,17,verse 3,रोग ग्रस्त राजा ने,Rog Grast Raja ne,a disease-stricken king,रोगग्रस्त राजा ने,रोगग्रस्त राजाने,રોગગ્રસ્ત રાજાએ,ਰੋਗ-ਗ੍ਰਸਤ ਰਾਜੇ ਨੇ,রোগগ্রস্ত রাজা,நோயுற்ற மன்னன்,రోగగ్రస్త రాజు,ರೋಗಗ್ರಸ್ತ ರಾಜನು,രോഗബാധിതനായ രാജാവ്,,NA
A035,18,verse 3,जब आश्रय लीना,Jab Aashray Leena,when he took refuge in you,जब आपकी शरण ली,जेव्हा आपला आश्रय घेतला,જ્યારે આપનો આશ્રય લીધો,ਜਦ ਆਪ ਦਾ ਆਸਰਾ ਲਿਆ,যখন আপনার আশ্রয় নিলেন,உங்கள் அடைக்கலம் புகுந்தபோது,మీ ఆశ్రయం పొందినప్పుడు,ನಿಮ್ಮ ಆಶ್ರಯ ಪಡೆದಾಗ,അങ്ങയുടെ ആശ്രയം തേടിയപ്പോൾ,,NA
A035,19,verse 3,संकट मोचन बनकर,Sankat Mochan Banakar,becoming the remover of distress,संकटमोचन बनकर,संकटमोचन बनून,સંકટમોચન બની,ਸੰਕਟ-ਮੋਚਨ ਬਣ ਕੇ,সংকটমোচন হয়ে,துன்பம் நீக்குபவராகி,సంకటమోచనుడై,ಸಂಕಟಮೋಚನನಾಗಿ,സങ്കടമോചകനായി,,NA
A035,20,verse 3,दूर दुःखा कीना,Door Duhkha Keena,you drove away his suffering,उसका दुःख दूर किया,त्याचे दुःख दूर केले,તેનું દુઃખ દૂર કર્યું,ਉਸ ਦਾ ਦੁੱਖ ਦੂਰ ਕੀਤਾ,তাঁর দুঃখ দূর করলেন,அவரது துன்பத்தை நீக்கினீர்,అతని దుఃఖాన్ని తొలగించారు,ಅವನ ದುಃಖವನ್ನು ದೂರ ಮಾಡಿದಿರಿ,അവന്റെ ദുഃഖം അകറ്റി,CONFIRM WORDING — duhkha vs dukha,NA
A035,21,refrain,जय श्री विश्वकर्मा प्रभु,Jay Shri Vishwakarma Prabhu,"Victory to you, Lord Shri Vishwakarma",जय श्री विश्वकर्मा प्रभु,जय श्री विश्वकर्मा प्रभु,જય શ્રી વિશ્વકર્મા પ્રભુ,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ ਪ੍ਰਭੂ,জয় শ্রীবিশ্বকর্মা প্রভু,வெற்றி ஸ்ரீ விஸ்வகர்மா பிரபுவே,జయ శ్రీ విశ్వకర్మ ప్రభూ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ ಪ್ರಭು,വിജയം ശ്രീ വിശ്വകർമ പ്രഭോ,,NA
A035,22,refrain,जय श्री विश्वकर्मा,Jay Shri Vishwakarma,Victory to Shri Vishwakarma,जय श्री विश्वकर्मा,जय श्री विश्वकर्मा,જય શ્રી વિશ્વકર્મા,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ,জয় শ্রীবিশ্বকর্মা,வெற்றி ஸ்ரீ விஸ்வகர்மா,జయ శ్రీ విశ్వకర్మ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ,വിജയം ശ്രീ വിശ്വകർമ,,NA
A035,23,verse 4,जब रथकार दंपति,Jab Rathakar Dampati,when the chariot-maker couple,जब रथकार दंपति ने,जेव्हा रथकार दांपत्याने,જ્યારે રથકાર દંપતીએ,ਜਦ ਰਥਕਾਰ ਜੋੜੇ ਨੇ,যখন রথকার দম্পতি,தேர் செய்யும் தம்பதியர்,రథకార దంపతులు,ರಥಕಾರ ದಂಪತಿಗಳು,രഥനിർമാതാവായ ദമ്പതികൾ,,NA
A035,24,verse 4,तुम्हारी टेर करी,Tumhari Ter Kari,called out to you,आपको पुकारा,आपली आळवणी केली,આપને પોકાર્યા,ਆਪ ਨੂੰ ਪੁਕਾਰਿਆ,আপনাকে ডাকল,உங்களை அழைத்தனர்,మిమ్మల్ని పిలిచారు,ನಿಮ್ಮನ್ನು ಕರೆದರು,അങ്ങയെ വിളിച്ചു,,NA
A035,25,verse 4,सुनकर दीन प्रार्थना,Sunakar Deen Prarthana,hearing their humble prayer,उनकी दीन प्रार्थना सुनकर,त्यांची दीन प्रार्थना ऐकून,તેમની દીન પ્રાર્થના સાંભળી,ਉਨ੍ਹਾਂ ਦੀ ਦੀਨ ਪ੍ਰਾਰਥਨਾ ਸੁਣ ਕੇ,তাঁদের দীন প্রার্থনা শুনে,அவர்தம் தாழ்மையான வேண்டுதலைக் கேட்டு,వారి దీన ప్రార్థన విని,ಅವರ ದೀನ ಪ್ರಾರ್ಥನೆ ಕೇಳಿ,അവരുടെ എളിയ പ്രാർഥന കേട്ട്,,NA
A035,26,verse 4,विपत सगरी हरी,Vipat Sagari Hari,you removed all their calamity,उनकी सारी विपत्ति हर ली,त्यांची सारी विपत्ती हरली,તેમની સર્વ વિપત્તિ હરી લીધી,ਉਨ੍ਹਾਂ ਦੀ ਸਾਰੀ ਬਿਪਤਾ ਹਰ ਲਈ,তাঁদের সব বিপদ হরণ করলেন,அவர்தம் இடர் அனைத்தையும் நீக்கினீர்,వారి సర్వ ఆపదను తొలగించారు,ಅವರ ಸಕಲ ವಿಪತ್ತನ್ನು ಹರಿಸಿದಿರಿ,അവരുടെ സകല വിപത്തും അകറ്റി,,NA
A035,27,refrain,जय श्री विश्वकर्मा प्रभु,Jay Shri Vishwakarma Prabhu,"Victory to you, Lord Shri Vishwakarma",जय श्री विश्वकर्मा प्रभु,जय श्री विश्वकर्मा प्रभु,જય શ્રી વિશ્વકર્મા પ્રભુ,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ ਪ੍ਰਭੂ,জয় শ্রীবিশ্বকর্মা প্রভু,வெற்றி ஸ்ரீ விஸ்வகர்மா பிரபுவே,జయ శ్రీ విశ్వకర్మ ప్రభూ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ ಪ್ರಭು,വിജയം ശ്രീ വിശ്വകർമ പ്രഭോ,,NA
A035,28,refrain,जय श्री विश्वकर्मा,Jay Shri Vishwakarma,Victory to Shri Vishwakarma,जय श्री विश्वकर्मा,जय श्री विश्वकर्मा,જય શ્રી વિશ્વકર્મા,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ,জয় শ্রীবিশ্বকর্মা,வெற்றி ஸ்ரீ விஸ்வகர்மா,జయ శ్రీ విశ్వకర్మ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ,വിജയം ശ്രീ വിശ്വകർമ,,NA
A035,29,verse 5,एकानन चतुरानन,Ekanan Chaturanan,"one-faced, four-faced","एकमुख, चतुर्मुख","एकमुख, चतुर्मुख","એકમુખ, ચતુર્મુખ","ਇੱਕ-ਮੁਖ, ਚਾਰ-ਮੁਖ","একমুখ, চতুর্মুখ","ஒருமுக, நான்குமுக","ఏకముఖ, చతుర్ముఖ","ಏಕಮುಖ, ಚತುರ್ಮುಖ","ഏകമുഖ, ചതുർമുഖ",,NA
A035,30,verse 5,पंचानन राजे,Panchanan Raje,"and five-faced, you shine resplendent",और पंचमुख रूप में शोभते हैं,आणि पंचमुख रूपात शोभता,અને પંચમુખ રૂપે શોભો છો,ਅਤੇ ਪੰਜ-ਮੁਖ ਰੂਪ ਵਿੱਚ ਸ਼ੋਭਦੇ ਹੋ,এবং পঞ্চমুখ রূপে শোভা পান,ஐந்துமுக வடிவில் ஒளிர்கிறீர்,పంచముఖ రూపంలో శోభిల్లుతారు,ಪಂಚಮುಖ ರೂಪದಲ್ಲಿ ಶೋಭಿಸುತ್ತೀರಿ,പഞ്ചമുഖ രൂപത്തിൽ ശോഭിക്കുന്നു,,NA
A035,31,verse 5,त्रिभुज चतुर्भुज दशभुज,Tribhuj Chaturbhuj Dashabhuj,"with three arms, four arms and ten arms","तीन भुजा, चार भुजा, दस भुजा वाले","तीन भुजा, चार भुजा, दहा भुजा असलेले","ત્રણ ભુજા, ચાર ભુજા, દસ ભુજાવાળા","ਤਿੰਨ ਬਾਹਾਂ, ਚਾਰ ਬਾਹਾਂ, ਦਸ ਬਾਹਾਂ ਵਾਲੇ","তিন বাহু, চার বাহু, দশ বাহুবিশিষ্ট","மூன்று கரங்கள், நான்கு கரங்கள், பத்து கரங்கள் உடையவர்","మూడు భుజాలు, నాలుగు భుజాలు, పది భుజాలు గలవారు","ಮೂರು ಭುಜ, ನಾಲ್ಕು ಭುಜ, ಹತ್ತು ಭುಜಗಳುಳ್ಳವರು","മൂന്ന് കൈകൾ, നാല് കൈകൾ, പത്ത് കൈകളുള്ളവർ",,NA
A035,32,verse 5,सकल रूप साजे,Sakal Roop Saaje,you are adorned in every form,सब रूपों में सुशोभित होते हैं,सर्व रूपांत सुशोभित होता,સર્વ રૂપોમાં શોભો છો,ਸਾਰੇ ਰੂਪਾਂ ਵਿੱਚ ਸ਼ੋਭਦੇ ਹੋ,সব রূপে সুশোভিত হন,எல்லா வடிவங்களிலும் அழகுடன் திகழ்கிறீர்,సర్వ రూపాలలో అలంకృతులై శోభిల్లుతారు,ಸಕಲ ರೂಪಗಳಲ್ಲೂ ಶೋಭಿಸುತ್ತೀರಿ,സകല രൂപങ്ങളിലും അലങ്കൃതനായി ശോഭിക്കുന്നു,,NA
A035,33,refrain,जय श्री विश्वकर्मा प्रभु,Jay Shri Vishwakarma Prabhu,"Victory to you, Lord Shri Vishwakarma",जय श्री विश्वकर्मा प्रभु,जय श्री विश्वकर्मा प्रभु,જય શ્રી વિશ્વકર્મા પ્રભુ,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ ਪ੍ਰਭੂ,জয় শ্রীবিশ্বকর্মা প্রভু,வெற்றி ஸ்ரீ விஸ்வகர்மா பிரபுவே,జయ శ్రీ విశ్వకర్మ ప్రభూ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ ಪ್ರಭು,വിജയം ശ്രീ വിശ്വകർമ പ്രഭോ,,NA
A035,34,refrain,जय श्री विश्वकर्मा,Jay Shri Vishwakarma,Victory to Shri Vishwakarma,जय श्री विश्वकर्मा,जय श्री विश्वकर्मा,જય શ્રી વિશ્વકર્મા,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ,জয় শ্রীবিশ্বকর্মা,வெற்றி ஸ்ரீ விஸ்வகர்மா,జయ శ్రీ విశ్వకర్మ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ,വിജയം ശ്രീ വിശ്വകർമ,,NA
A035,35,verse 6,ध्यान धरे तब पद का,Dhyan Dhare Tab Pad ka,whoever then meditates on your feet,जो आपके चरणों का ध्यान धरता है,जो आपल्या चरणांचे ध्यान धरतो,જે આપના ચરણોનું ધ્યાન ધરે છે,ਜੋ ਆਪ ਦੇ ਚਰਨਾਂ ਦਾ ਧਿਆਨ ਧਰਦਾ ਹੈ,যে আপনার চরণের ধ্যান করে,உங்கள் திருவடியை தியானிப்பவர்,మీ పాదాలను ధ్యానించేవారు,ನಿಮ್ಮ ಪಾದಗಳ ಧ್ಯಾನ ಮಾಡುವವರು,അങ്ങയുടെ പാദങ്ങൾ ധ്യാനിക്കുന്നവർ,,NA
A035,36,verse 6,सकल सिद्धि आवे,Sakal Siddhi Aave,gains all attainments,समस्त सिद्धियाँ पाता है,समस्त सिद्धी मिळवतो,સર્વ સિદ્ધિઓ પામે છે,ਸਾਰੀਆਂ ਸਿੱਧੀਆਂ ਪਾਉਂਦਾ ਹੈ,সমস্ত সিদ্ধি লাভ করে,எல்லா சித்திகளையும் பெறுகிறார்,సర్వ సిద్ధులను పొందుతారు,ಸಕಲ ಸಿದ್ಧಿಗಳನ್ನು ಪಡೆಯುತ್ತಾರೆ,സകല സിദ്ധികളും നേടുന്നു,,NA
A035,37,verse 6,मन द्विविधा मिट जावे,Man Dwividha Mit Jaave,the mind's duality is dispelled,मन की द्विविधा मिट जाती है,मनाची द्विधा मिटते,મનની દ્વિધા મટી જાય છે,ਮਨ ਦੀ ਦੁਬਿਧਾ ਮਿਟ ਜਾਂਦੀ ਹੈ,মনের দ্বিধা দূর হয়,மனத்தின் இருமை நீங்குகிறது,మనసు ద్వైధీభావం తొలగుతుంది,ಮನಸ್ಸಿನ ದ್ವಂದ್ವ ಅಳಿಯುತ್ತದೆ,മനസ്സിന്റെ ദ്വന്ദ്വം ഇല്ലാതാകുന്നു,CONFIRM WORDING — dvividha vs duvidha,NA
A035,38,verse 6,अटल शक्ति पावे,Atal Shakti Paave,and attains unshakeable power,और अटल शक्ति पाता है,आणि अटळ शक्ती मिळवतो,અને અટલ શક્તિ પામે છે,ਅਤੇ ਅਟੱਲ ਸ਼ਕਤੀ ਪਾਉਂਦਾ ਹੈ,এবং অটল শক্তি লাভ করে,அசையாத சக்தியைப் பெறுகிறார்,అచంచల శక్తిని పొందుతారు,ಅಚಲ ಶಕ್ತಿಯನ್ನು ಪಡೆಯುತ್ತಾರೆ,അചഞ്ചല ശക്തി നേടുന്നു,,NA
A035,39,refrain,जय श्री विश्वकर्मा प्रभु,Jay Shri Vishwakarma Prabhu,"Victory to you, Lord Shri Vishwakarma",जय श्री विश्वकर्मा प्रभु,जय श्री विश्वकर्मा प्रभु,જય શ્રી વિશ્વકર્મા પ્રભુ,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ ਪ੍ਰਭੂ,জয় শ্রীবিশ্বকর্মা প্রভু,வெற்றி ஸ்ரீ விஸ்வகர்மா பிரபுவே,జయ శ్రీ విశ్వకర్మ ప్రభూ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ ಪ್ರಭು,വിജയം ശ്രീ വിശ്വകർമ പ്രഭോ,,NA
A035,40,refrain,जय श्री विश्वकर्मा,Jay Shri Vishwakarma,Victory to Shri Vishwakarma,जय श्री विश्वकर्मा,जय श्री विश्वकर्मा,જય શ્રી વિશ્વકર્મા,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ,জয় শ্রীবিশ্বকর্মা,வெற்றி ஸ்ரீ விஸ்வகர்மா,జయ శ్రీ విశ్వకర్మ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ,വിജയം ശ്രീ വിശ്വകർമ,,NA
A035,41,closing,श्री विश्वकर्मा की आरती,Shri Vishwakarma ki Aarti,this aarti of Shri Vishwakarma,श्री विश्वकर्मा की यह आरती,श्री विश्वकर्मांची ही आरती,શ્રી વિશ્વકર્માની આ આરતી,ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ ਦੀ ਇਹ ਆਰਤੀ,শ্রীবিশ্বকর্মার এই আরতি,ஸ்ரீ விஸ்வகர்மாவின் இந்த ஆரத்தி,శ్రీ విశ్వకర్మ ఈ ఆరతి,ಶ್ರೀ ವಿಶ್ವಕರ್ಮರ ಈ ಆರತಿ,ശ്രീ വിശ്വകർമയുടെ ഈ ആരതി,,NA
A035,42,closing,जो कोई गावे,Jo Koi Gaave,whoever sings it,जो कोई गाता है,जो कोणी गातो,જે કોઈ ગાય છે,ਜੋ ਕੋਈ ਗਾਉਂਦਾ ਹੈ,যে কেউ গায়,பாடுபவர்,పాడేవారు,ಹಾಡುವವರು,പാടുന്നവർ,,NA
A035,43,closing,भजत गजानांद स्वामी,Bhajat Gajanand Swami,Gajanand Swami sings and worships thus,गजानंद स्वामी भजन करते हैं,गजानंद स्वामी भजन करतात,ગજાનંદ સ્વામી ભજન કરે છે,ਗਜਾਨੰਦ ਸੁਆਮੀ ਭਜਨ ਕਰਦੇ ਹਨ,গজানন্দ স্বামী ভজন করেন,கஜானந்த் சுவாமி பஜனை செய்கிறார்,గజానంద స్వామి భజిస్తారు,ಗಜಾನಂದ ಸ್ವಾಮಿ ಭಜಿಸುತ್ತಾರೆ,ഗജാനന്ദ് സ്വാമി ഭജിക്കുന്നു,Gajanand Swami bhanita,NA
A035,44,closing,सुख संपति पावे,Sukh Sampati Paave,gains joy and prosperity,सुख-सम्पत्ति पाता है,सुख-संपत्ती मिळवतो,સુખ-સંપત્તિ પામે છે,ਸੁਖ-ਸੰਪਤੀ ਪਾਉਂਦਾ ਹੈ,সুখ-সম্পত্তি লাভ করে,இன்பமும் செல்வமும் பெறுகிறார்,సుఖ సంపదలను పొందుతారు,ಸುಖ-ಸಂಪತ್ತನ್ನು ಪಡೆಯುತ್ತಾರೆ,സുഖവും സമ്പത്തും നേടുന്നു,,NA
A035,45,refrain,जय श्री विश्वकर्मा प्रभु,Jay Shri Vishwakarma Prabhu,"Victory to you, Lord Shri Vishwakarma",जय श्री विश्वकर्मा प्रभु,जय श्री विश्वकर्मा प्रभु,જય શ્રી વિશ્વકર્મા પ્રભુ,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ ਪ੍ਰਭੂ,জয় শ্রীবিশ্বকর্মা প্রভু,வெற்றி ஸ்ரீ விஸ்வகர்மா பிரபுவே,జయ శ్రీ విశ్వకర్మ ప్రభూ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ ಪ್ರಭು,വിജയം ശ്രീ വിശ്വകർമ പ്രഭോ,,NA
A035,46,refrain,जय श्री विश्वकर्मा,Jay Shri Vishwakarma,Victory to Shri Vishwakarma,जय श्री विश्वकर्मा,जय श्री विश्वकर्मा,જય શ્રી વિશ્વકર્મા,ਜੈ ਸ਼੍ਰੀ ਵਿਸ਼ਵਕਰਮਾ,জয় শ্রীবিশ্বকর্মা,வெற்றி ஸ்ரீ விஸ்வகர்மா,జయ శ్రీ విశ్వకర్మ,ಜಯ ಶ್ರೀ ವಿಶ್ವಕರ್ಮ,വിജയം ശ്രീ വിശ്വകർമ,,NA
A035,47,refrain,सकल सृष्टि के करता,Sakal Srishti ke Karata,creator of the entire creation,समस्त सृष्टि के रचयिता,समस्त सृष्टीचे रचयिता,સમસ્ત સૃષ્ટિના રચયિતા,ਸਾਰੀ ਸ੍ਰਿਸ਼ਟੀ ਦੇ ਰਚੈਤਾ,সমস্ত সৃষ্টির রচয়িতা,முழுப் படைப்பின் படைப்பாளர்,సమస్త సృష్టికి రచయిత,ಸಮಸ್ತ ಸೃಷ್ಟಿಯ ರಚಯಿತ,സകല സൃഷ്ടിയുടെ സ്രഷ്ടാവ്,,NA
A035,48,refrain,रक्षक स्तुति धर्मा,Rakshak Stuti Dharma,"protector, and the very embodiment of praise and dharma","रक्षक, स्तुति और धर्म के स्वरूप","रक्षक, स्तुती आणि धर्माचे स्वरूप","રક્ષક, સ્તુતિ અને ધર્મના સ્વરૂપ","ਰਾਖਾ, ਉਸਤਤ ਅਤੇ ਧਰਮ ਦੇ ਸਰੂਪ","রক্ষক, স্তুতি ও ধর্মের স্বরূপ","காப்பாளர், துதிக்கும் அறத்திற்கும் வடிவானவர்","రక్షకుడు, స్తుతి, ధర్మ స్వరూపుడు","ರಕ್ಷಕ, ಸ್ತುತಿ ಮತ್ತು ಧರ್ಮದ ಸ್ವರೂಪ","രക്ഷകൻ, സ്തുതിയുടെയും ധർമത്തിന്റെയും സ്വരൂപം",,NA
A036,1,refrain,जय सद्गुरु स्वामी प्रभु जय सद्गुरु स्वामी,Jay Sadguru Swami Prabhu jay Sadguru Swami,"Victory to you, O Sadguru Swami, Lord; victory to the Sadguru Swami","जय सद्गुरु स्वामी प्रभु, जय सद्गुरु स्वामी","जय सद्गुरु स्वामी प्रभु, जय सद्गुरु स्वामी","જય સદ્ગુરુ સ્વામી પ્રભુ, જય સદ્ગુરુ સ્વામી","ਜੈ ਸਦਗੁਰੂ ਸੁਆਮੀ ਪ੍ਰਭੂ, ਜੈ ਸਦਗੁਰੂ ਸੁਆਮੀ","জয় সদ্গুরু স্বামী প্রভু, জয় সদ্গুরু স্বামী","வெற்றி சத்குரு சுவாமீ பிரபுவே, வெற்றி சத்குரு சுவாமீ","జయ సద్గురు స్వామి ప్రభూ, జయ సద్గురు స్వామి","ಜಯ ಸದ್ಗುರು ಸ್ವಾಮಿ ಪ್ರಭು, ಜಯ ಸದ್ಗುರು ಸ್ವಾಮಿ","വിജയം സദ്ഗുരു സ്വാമി പ്രഭോ, വിജയം സദ്ഗുരു സ്വാമി",Muktanand Swami 5 Nov 1802; Gujarati original in original_true_script,જય સદ્‌ગુરુ સ્વામી પ્રભુ જય સદ્‌ગુરુ સ્વામી
A036,2,refrain,सहजानंद दयाळु बळवंत बहुनामी,Sahajanaand dayalu balavant bahunami,"Sahajanand, compassionate, mighty, of many names","सहजानंद, दयालु, बलवान, अनेक नामों वाले","सहजानंद, दयाळू, बलवंत, बहुनामी","સહજાનંદ, દયાળુ, બળવંત, બહુનામી","ਸਹਿਜਾਨੰਦ, ਦਿਆਲੂ, ਬਲਵਾਨ, ਬਹੁ-ਨਾਮੀ","সহজানন্দ, দয়ালু, বলবান, বহুনামী","சஹஜானந்த், கருணையாளர், வலிமையானவர், பல பெயருடையவர்","సహజానంద, దయాళువు, బలవంతుడు, బహునామధేయుడు","ಸಹಜಾನಂದ, ದಯಾಳು, ಬಲವಂತ, ಬಹುನಾಮಿ","സഹജാനന്ദൻ, ദയാലു, ബലവാൻ, ബഹുനാമധേയൻ",,સહજાનંદ દયાળ બળવંત બહુનામી
A036,3,verse 1,चरण सरोज तमारां वंदुं कर जोडी,Charan saroj tamaran vandum kar jodi,with folded hands I bow to your lotus feet,हाथ जोड़कर मैं आपके चरण-कमलों को वंदन करता हूँ,हात जोडून मी आपल्या चरणकमलांना वंदन करतो,હાથ જોડી હું આપનાં ચરણકમળને વંદું છું,ਹੱਥ ਜੋੜ ਕੇ ਮੈਂ ਆਪ ਦੇ ਚਰਨ-ਕਮਲਾਂ ਨੂੰ ਵੰਦਨ ਕਰਦਾ ਹਾਂ,হাত জোড় করে আমি আপনার চরণকমলে বন্দনা করি,கைகூப்பி உங்கள் திருவடித் தாமரையை வணங்குகிறேன்,చేతులు జోడించి మీ చరణ కమలాలకు వందనం చేస్తాను,ಕೈಜೋಡಿಸಿ ನಿಮ್ಮ ಚರಣಕಮಲಗಳಿಗೆ ವಂದಿಸುತ್ತೇನೆ,കൈകൂപ്പി അങ്ങയുടെ പാദകമലങ്ങളെ വന്ദിക്കുന്നു,,ચરણ સરોજ તમારાં વંદું કર જોડી
A036,4,verse 1,चरणे चित्त धर्याथी दुःख नाख्यां तोडी,Charane chitta dharyathi duhkh nakhyan todi,"by fixing my mind upon your feet, my sorrows are shattered",आपके चरणों में चित्त लगाने से दुःख टूट गए,आपल्या चरणी चित्त ठेवल्याने दुःखे तुटली,આપના ચરણમાં ચિત્ત ધર્યાથી દુઃખ તૂટી ગયાં,ਆਪ ਦੇ ਚਰਨਾਂ ਵਿੱਚ ਚਿੱਤ ਲਾਉਣ ਨਾਲ ਦੁੱਖ ਟੁੱਟ ਗਏ,আপনার চরণে চিত্ত রাখায় দুঃখ ভেঙে গেল,உங்கள் திருவடியில் மனத்தை நிலைநிறுத்தியதால் துன்பங்கள் சிதைந்தன,మీ చరణాలపై చిత్తం నిలిపినందున దుఃఖాలు తెగిపోయాయి,ನಿಮ್ಮ ಚರಣಗಳಲ್ಲಿ ಚಿತ್ತವಿಟ್ಟುದರಿಂದ ದುಃಖಗಳು ಮುರಿದವು,അങ്ങയുടെ പാദങ്ങളിൽ മനസ്സുറപ്പിച്ചതിനാൽ ദുഃഖങ്ങൾ തകർന്നു,,ચરણે ચિત્ત ધર્યાથી દુઃખ નાખ્યાં તોડી
A036,5,refrain,जय सद्गुरु स्वामी,Jay Sadguru Swami,Victory to the Sadguru Swami,जय सद्गुरु स्वामी,जय सद्गुरु स्वामी,જય સદ્ગુરુ સ્વામી,ਜੈ ਸਦਗੁਰੂ ਸੁਆਮੀ,জয় সদ্গুরু স্বামী,வெற்றி சத்குரு சுவாமீ,జయ సద్గురు స్వామి,ಜಯ ಸದ್ಗುರು ಸ್ವಾಮಿ,വിജയം സദ്ഗുരു സ്വാമി,,જય સદ્‌ગુરુ સ્વામી
