aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
C038,15,chaupai,छवि विलोक सुरमुनि नरनारी।करे सदा तव जय-जय कारी॥,"Chavi viloka suramuni naranari, kare sada tava jaya-jaya kari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,16,chaupai,सुरपति औ नरपत सब ध्यावैं।तेरे सम्मुख शीश नवावैं॥,"Surapati au narapata saba dhyavaim, tere sammukha shisha navavaim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,17,chaupai,चारहु वेदन तब यश गाया।महिमा अगम पार नहिं पाये॥,"Charahu vedana taba yasha gaya, mahima agama para nahim paye.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,18,chaupai,जापर करहु मातु तुम दाया।सोइ जग में धन्य कहाया॥,"Japara karahu matu tuma daya, soi jaga mem dhanya kahaya.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,19,chaupai,पल में राजाहि रंक बनाओ।रंक राव कर बिमल न लाओ॥,"Pala mem rajahi ramka banao, ramka rava kara bimala na lao.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,20,chaupai,जिन घर करहु माततुम बासा।उनका यश हो विश्व प्रकाशा॥,"Jina ghara karahu matatuma basa, unaka yasha ho vishva prakasha.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,21,chaupai,जो ध्यावै से बहु सुख पावै।विमुख रहे हो दुख उठावै॥,"Jo dhyavai se bahu sukha pavai, vimukha rahe ho dukha uthavai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,22,chaupai,महालक्ष्मी जन सुख दाई।ध्याऊं तुमको शीश नवाई॥,"Mahalakshmi jana sukha dai, dhyaum tumako shisha navai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,23,chaupai,निज जन जानीमोहीं अपनाओ।सुखसम्पति दे दुख नसाओ॥,"Nija jana janimohim apanao, sukhasampati de dukha nasao.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,24,chaupai,ॐ श्री-श्री जयसुखकी खानी।रिद्धिसिद्ध देउ मात जनजानी॥,"Om shri-shri jayasukhaki khani, riddhisiddha deu mata janajani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,25,chaupai,ॐ ह्रीं-ॐ ह्रीं सब व्याधिहटाओ।जनउन विमल दृष्टिदर्शाओ॥,"Om hrim-om hrim saba vyadhihatao, janauna vimala drrishtidarshao.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,26,chaupai,ॐ क्लीं-ॐ क्लीं शत्रुन क्षयकीजै।जनहित मात अभय वरदीजै॥,"Om klim-om klim shatruna kshayakijai, janahita mata abhaya varadijai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,27,chaupai,ॐ जयजयति जयजननी।सकल काज भक्तन के सरनी॥,"Om jayajayati jayajanani, sakala kaja bhaktana ke sarani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,28,chaupai,ॐ नमो-नमो भवनिधि तारनी।तरणि भंवर से पार उतारनी॥,"Om namo-namo bhavanidhi tarani, tarani bhamvara se para utarani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,29,chaupai,सुनहु मात यह विनय हमारी।पुरवहु आशन करहु अबारी॥,"Sunahu mata yaha vinaya hamari, puravahu ashana karahu abari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,30,chaupai,ऋणी दुखी जो तुमको ध्यावै।सो प्राणी सुख सम्पत्ति पावै॥,"Rrini dukhi jo tumako dhyavai, so prani sukha sampatti pavai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,31,chaupai,रोग ग्रसित जो ध्यावै कोई।ताकी निर्मल काया होई॥,"Roga grasita jo dhyavai koi, taki nirmala kaya hoi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,32,chaupai,विष्णु प्रिया जय-जय महारानी।महिमा अमित न जाय बखानी॥,"Vishnu priya jaya-jaya maharani, mahima amita na jaya bakhani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,33,chaupai,पुत्रहीन जो ध्यान लगावै।पाये सुत अतिहि हुलसावै॥,"Putrahina jo dhyana lagavai, paye suta atihi hulasavai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,34,chaupai,त्राहि त्राहि शरणागत तेरी।करहु मात अब नेक न देरी॥,"Trahi trahi sharanagata teri, karahu mata aba neka na deri.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,35,chaupai,आवहु मात विलम्ब न कीजै।हृदय निवास भक्त बर दीजै॥,"Avahu mata vilamba na kijai, hrridaya nivasa bhakta bara dijai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,36,chaupai,जानूं जप तप का नहिं भेवा।पार करो भवनिध वन खेवा॥,"Janum japa tapa ka nahim bheva, para karo bhavanidha vana kheva.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,37,chaupai,बिनवों बार-बार कर जोरी।पूरण आशा करहु अब मोरी॥,"Binavom bara-bara kara jori, purana asha karahu aba mori.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,38,chaupai,जानि दास मम संकट टारौ।सकल व्याधि से मोहिं उबारौ॥,"Jani dasa mama samkata tarau, sakala vyadhi se mohim ubarau.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,39,chaupai,जो तव सुरति रहै लव लाई।सो जग पावै सुयश बड़ाई॥,"Jo tava surati rahai lava lai, so jaga pavai suyasha ba.dai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,40,chaupai,छायो यश तेरा संसारा।पावत शेष शम्भु नहिं पारा॥,"Chayo yasha tera samsara, pavata shesha Shambhu nahim para.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,41,chaupai,गोविंद निशदिन शरण तिहारी।करहु पूरण अभिलाष हमारी॥,"Govimda nishadina sharana tihari, karahu purana abhilasha hamari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C038,42,doha,"महालक्ष्मी चालीसा,पढ़ै सुनै चित लाय। ताहि पदारथ मिलै,अब कहै वेद अस गाय॥","Mahalakshmi chalisa, pa.dhai sunai chita laya, tahi padaratha milai, aba kahai veda asa gaya.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,1,doha,"जय जय जय जग पावनी,जयति देवसरि गंग। जय शिव जटा निवासिनी,अनुपम तुंग तरंग॥","Jaya jaya jaya jaga pavani, jayati devasari gamga, jaya Shiva jata nivasini, anupama tumga taramga.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,2,chaupai,जय जय जननी हराना अघखानी।आनंद करनी गंगा महारानी॥,"Jaya jaya janani harana aghakhani, anamda karani gamga maharani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,3,chaupai,जय भगीरथी सुरसरि माता।कलिमल मूल डालिनी विख्याता॥,"Jaya Bhagirathi surasari mata, kalimala mula dalini vikhyata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,4,chaupai,जय जय जहानु सुता अघ हनानी।भीष्म की माता जगा जननी॥,"Jaya jaya jahanu suta agha hanani, bhishma ki mata jaga janani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,5,chaupai,धवल कमल दल मम तनु सजे।लखी शत शरद चन्द्र छवि लजाई॥,"Dhavala Kamala dala mama tanu saje, lakhi shata sharada chandra chavi lajai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,6,chaupai,वहां मकर विमल शुची सोहें।अमिया कलश कर लखी मन मोहें॥,"Vaham makara vimala shuchi sohem, amiya kalasha kara lakhi mana mohem.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,7,chaupai,"जदिता रत्ना कंचन आभूषण।हिय मणि हर, हरानितम दूषण॥","Jadita ratna kamchana abhushana, hiya mani hara, haranitama dushana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,8,chaupai,जग पावनी त्रय ताप नासवनी।तरल तरंग तुंग मन भावनी॥,"Jaga pavani traya tapa nasavani, tarala taramga tumga mana Bhavani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,9,chaupai,जो गणपति अति पूज्य प्रधान।इहूं ते प्रथम गंगा अस्नाना॥,"Jo Ganapati ati pujya pradhana, ihum te prathama gamga asnana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,10,chaupai,ब्रह्मा कमंडल वासिनी देवी।श्री प्रभु पद पंकज सुख सेवि॥,"Brahma kamamdala vasini devi, shri prabhu pada pamkaja sukha sevi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,11,chaupai,साथी सहस्र सागर सुत तरयो।गंगा सागर तीरथ धरयो॥,"Sathi sahasra sagara suta tarayo, gamga sagara tiratha dharayo.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,12,chaupai,अगम तरंग उठ्यो मन भवन।लखी तीरथ हरिद्वार सुहावन॥,"Agama taramga uthyo mana bhavana, lakhi tiratha haridvara suhavana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,13,chaupai,तीरथ राज प्रयाग अक्षैवेता।धरयो मातु पुनि काशी करवत॥,"Tiratha raja prayaga akshaiveta, dharayo matu puni Kashi karavata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,14,chaupai,धनी धनी सुरसरि स्वर्ग की सीधी।तरनी अमिता पितु पड़ पिरही॥,"Dhani dhani surasari svarga ki sidhi, tarani amita pitu pa.da pirahi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,15,chaupai,भागीरथी ताप कियो उपारा।दियो ब्रह्म तव सुरसरि धारा॥,"Bhagirathi tapa kiyo upara, diyo Brahma tava surasari dhara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,16,chaupai,जब जग जननी चल्यो हहराई।शम्भु जाता महं रह्यो समाई॥,"Jaba jaga janani chalyo haharai, Shambhu jata maham rahyo samai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,17,chaupai,वर्षा पर्यंत गंगा महारानी।रहीं शम्भू के जाता भुलानी॥,"Varsha paryamta gamga maharani, rahim Shambhu ke jata bhulani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,18,chaupai,पुनि भागीरथी शम्भुहीं ध्यायो।तब इक बूंद जटा से पायो॥,"Puni Bhagirathi shambhuhim dhyayo, taba ika bumda jata se payo.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,19,chaupai,"ताते मातु भें त्रय धारा।मृत्यु लोक, नाभा, अरु पातारा॥","Tate matu bhem traya dhara, mrrityu loka, nabha, aru patara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,20,chaupai,गईं पाताल प्रभावती नामा।मन्दाकिनी गई गगन ललामा॥,"Gaim patala prabhavati nama, mandakini gai gagana lalama.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,21,chaupai,मृत्यु लोक जाह्नवी सुहावनी।कलिमल हरनी अगम जग पावनि॥,"Mrrityu loka Jahnavi suhavani, kalimala harani agama jaga pavani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,22,chaupai,धनि मइया तब महिमा भारी।धर्मं धुरी कलि कलुष कुठारी॥,"Dhani maiya taba mahima bhari, dharmam dhuri Kali kalusha kuthari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,23,chaupai,मातु प्रभवति धनि मंदाकिनी।धनि सुर सरित सकल भयनासिनी॥,"Matu prabhavati dhani mamdakini, dhani sura sarita sakala bhayanasini.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,24,chaupai,पन करत निर्मल गंगा जल।पावत मन इच्छित अनंत फल॥,"Pana karata nirmala gamga jala, pavata mana ichchita anamta phala.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,25,chaupai,पुरव जन्म पुण्य जब जागत।तबहीं ध्यान गंगा महं लागत॥,"Purava janma punya jaba jagata, tabahim dhyana gamga maham lagata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,26,chaupai,जई पगु सुरसरी हेतु उठावही।तई जगि अश्वमेघ फल पावहि॥,"Jai pagu surasari hetu uthavahi, tai jagi ashvamegha phala pavahi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,27,chaupai,महा पतित जिन कहू न तारे।तिन तारे इक नाम तिहारे॥,"Maha patita jina kahu na tare, tina tare ika nama tihare.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,28,chaupai,शत योजन हूं से जो ध्यावहिं।निशचाई विष्णु लोक पद पावहीं॥,"Shata yojana hum se jo dhyavahim, nishachai Vishnu loka pada pavahim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,29,chaupai,नाम भजत अगणित अघ नाशै।विमल ज्ञान बल बुद्धि प्रकाशे॥,"Nama bhajata aganita agha nashai, vimala j~nana bala buddhi prakashe.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,30,chaupai,जिमी धन मूल धर्मं अरु दाना।धर्मं मूल गंगाजल पाना॥,"Jimi dhana mula dharmam aru dana, dharmam mula gamgajala pana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,31,chaupai,तब गुन गुणन करत दुख भाजत।गृह गृह सम्पति सुमति विराजत॥,"Taba guna gunana karata dukha bhajata, grriha grriha sampati sumati virajata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,32,chaupai,गंगहि नेम सहित नित ध्यावत।दुर्जनहूं सज्जन पद पावत॥,"Gamgahi nema sahita nita dhyavata, durjanahum sajjana pada pavata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,33,chaupai,उद्दिहिन विद्या बल पावै।रोगी रोग मुक्त हवे जावै॥,"Uddihina vidya bala pavai, rogi roga mukta have javai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,34,chaupai,गंगा गंगा जो नर कहहीं।भूखा नंगा कभुहुह न रहहि॥,"Gamga gamga jo nara kahahim, bhukha namga kabhuhuha na rahahi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,35,chaupai,निकसत ही मुख गंगा माई।श्रवण दाबी यम चलहिं पराई॥,"Nikasata hi mukha gamga mai, shravana dabi yama chalahim parai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,36,chaupai,महं अघिन अधमन कहं तारे।भए नरका के बंद किवारें॥,"Maham aghina adhamana kaham tare, bhae naraka ke bamda kivarem.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,37,chaupai,जो नर जपी गंग शत नामा।सकल सिद्धि पूरण ह्वै कामा॥,"Jo nara japi gamga shata nama, sakala siddhi purana hvai kama.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,38,chaupai,सब सुख भोग परम पद पावहीं।आवागमन रहित ह्वै जावहीं॥,"Saba sukha bhoga parama pada pavahim, avagamana rahita hvai javahim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,39,chaupai,धनि मइया सुरसरि सुख दैनि।धनि धनि तीरथ राज त्रिवेणी॥,"Dhani maiya surasari sukha daini, dhani dhani tiratha raja Triveni.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,40,chaupai,ककरा ग्राम ऋषि दुर्वासा।सुन्दरदास गंगा कर दासा॥,"Kakara grama rrishi Durvasa, sundaradasa gamga kara dasa.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,41,chaupai,जो यह पढ़े गंगा चालीसा।मिली भक्ति अविरल वागीसा॥,"Jo yaha pa.dhe gamga chalisa, mili bhakti avirala vagisa.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,42,doha,"नित नए सुख सम्पति लहैं,धरें गंगा का ध्यान। अंत समाई सुर पुर बसल,सदर बैठी विमान॥","Nita nae sukha sampati lahaim, dharem gamga ka dhyana, amta samai sura pura basala, sadara baithi vimana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C018,43,doha,"संवत भुत नभ्दिशी,राम जन्म दिन चैत्र। पूरण चालीसा किया,हरी भक्तन हित नेत्र॥","Samvata bhuta nabhdishi, rama janma dina chaitra, purana chalisa kiya, hari bhaktana hita netra.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,1,doha,"जय जय सीताराम के,मध्यवासिनी अम्ब। देहु दर्श जगदम्ब,अब करो न मातु विलम्ब॥","Jaya jaya sitarama ke, madhyavasini Amba, dehu darsha Jagadamba, aba karo na matu vilamba.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,2,doha,"जय तारा जय कालिका,जय दश विद्या वृन्द। काली चालीसा रचत,एक सिद्धि कवि हिन्द॥","Jaya Tara jaya Kalika, jaya dasha vidya vrrinda, Kali chalisa rachata, eka siddhi kavi hinda.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,3,doha,"प्रातः काल उठ जो पढ़े,दुपहरिया या शाम। दुःख दरिद्रता दूर हों,सिद्धि होय सब काम॥","Pratah kala utha jo pa.dhe, dupahariya ya shama, duhkha daridrata dura hom, siddhi hoya saba kama.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,4,chaupai,जय काली कंकाल मालिनी।जय मंगला महा कपालिनी॥,"Jaya Kali kamkala malini, jaya mamgala maha Kapalini.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,5,chaupai,रक्तबीज बधकारिणि माता।सदा भक्त जननकी सुखदाता॥,"Raktabija badhakarini mata, sada bhakta jananaki sukhadata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,6,chaupai,शिरो मालिका भूषित अंगे।जय काली जय मद्य मतंगे॥,"Shiro malika bhushita amge, jaya Kali jaya madya matamge.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,7,chaupai,हर हृदयारविन्द सुविलासिनि।जय जगदम्बा सकल दुःख नाशिनि॥,"Hara hrridayaravinda suvilasini, jaya Jagadamba sakala duhkha nashini.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,8,chaupai,ह्रीं काली श्री महाकाली।क्रीं कल्याणी दक्षिणाकाली॥,"Hrim Kali shri Mahakali, krim kalyani dakshinakali.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,9,chaupai,जय कलावती जय विद्यावती।जय तारा सुन्दरी महामति॥,"Jaya Kalavati jaya vidyavati, jaya Tara sundari mahamati.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,10,chaupai,देहु सुबुद्धि हरहु सब संकट।होहु भक्त के आगे परगट॥,"Dehu subuddhi harahu saba samkata, hohu bhakta ke age paragata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,11,chaupai,जय ॐ कारे जय हुंकारे।महा शक्ति जय अपरम्पारे॥,"Jaya om kare jaya humkare, maha shakti jaya aparampare.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,12,chaupai,कमला कलियुग दर्प विनाशिनी।सदा भक्त जन के भयनाशिनी॥,"Kamala kaliyuga darpa vinashini, sada bhakta jana ke bhayanashini.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,13,chaupai,अब जगदम्ब न देर लगावहु।दुख दरिद्रता मोर हटावहु॥,"Aba Jagadamba na dera lagavahu, dukha daridrata mora hatavahu.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,14,chaupai,जयति कराल कालिका माता।कालानल समान द्युतिगाता॥,"Jayati karala Kalika mata, kalanala samana dyutigata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C039,15,chaupai,जयशंकरी सुरेशि सनातनि।कोटि सिद्धि कवि मातु पुरातनि॥,"Jayashamkari sureshi sanatani, koti siddhi kavi matu puratani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-16; translation/transliteration pending at add time. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
